DomainIdentityInPage,DomainIdentityInCopyright,DomainIdentityInCanonical,DomainIdentityInAlternate,ForeignHyperlinks,VoidHyperlinkRatio,ForeignFormHandler,IPInURL,NumericFQDN,NumericPath,DomainEncoding,PathEncodedCharacters,RedirectionalChar,OutPositionedDomain,NoDotsFQDN,NoDotsPath,NonStandardPort,ObfuscationCharFQDN,ObfuscationCharPath,NoOfSlash,NoOfCharFQDN,NoOfCharPath,ShortURL,SubdomainService,DomainNameValidity,DomainAge,FHDomainValidity,FHDomainAge,SSLCertificateType,SSLGeoCountryMatch,URLSearchEngineRanking,DomainSearchEngineRanking,FQDNSearchEngineRanking,FQDNBlacklistIPCounts,DomainBlacklistIPCounts,Class
0,Null,Null,Null,Yes,0.25,Internal,No,0,2,No,1,No,Yes,1,2,Null,0,0,7,16,61,No,No,Yes,6550,Yes,6550,N/A,Unknown,No,No,No,3,3,Phishing
0,No,Null,Null,Yes,0,Internal,No,0,3,No,0,No,No,1,1,Null,0,0,4,15,16,No,No,Yes,2474,Yes,2474,N/A,Unknown,No,No,No,39,39,Phishing
0,No,Null,Null,Yes,0,Internal,No,0,3,No,0,No,No,1,1,Null,0,0,4,15,16,No,No,Unknown,-1,Unknown,-1,N/A,Unknown,No,No,No,39,39,Phishing
0,No,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,1,Null,0,0,4,15,17,No,No,Yes,2471,Yes,2471,N/A,Unknown,No,No,No,39,39,Phishing
0,No,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,1,Null,0,0,4,15,18,No,No,Yes,2471,Yes,2471,N/A,Unknown,No,No,No,39,39,Phishing
0,No,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,1,Null,0,0,4,15,19,No,No,Yes,2471,Yes,2471,N/A,Unknown,No,No,No,39,39,Phishing
0,No,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,1,Null,0,0,4,15,17,No,No,Yes,2473,Yes,2473,N/A,Unknown,No,No,No,39,39,Phishing
0,No,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,1,Null,0,0,5,15,24,No,No,Yes,2471,Yes,2471,N/A,Unknown,No,No,No,39,39,Phishing
0,No,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,1,Null,0,0,4,15,18,No,No,Yes,2473,Yes,2473,N/A,Unknown,No,No,No,39,39,Phishing
0,No,Null,Null,Yes,0.68,Internal,No,0,1,No,0,No,No,1,1,Null,0,0,7,15,60,No,No,Yes,2473,Yes,2473,N/A,Unknown,No,No,No,39,39,Phishing
0,No,Null,Null,Yes,0.68,Internal,No,0,1,No,0,No,No,1,1,Null,0,0,6,15,47,No,No,Yes,2472,Yes,2472,N/A,Unknown,No,No,No,39,39,Phishing
0,No,Null,Null,Yes,0.68,Internal,No,0,1,No,0,No,No,1,1,Null,0,0,7,15,64,No,No,Yes,2471,Yes,2471,N/A,Unknown,No,No,No,39,39,Phishing
0,No,Null,Null,Yes,0.67,Internal,No,0,1,No,0,No,No,1,1,Null,0,2,7,15,82,No,No,Yes,2477,Yes,2477,N/A,Unknown,No,No,No,39,39,Phishing
0,No,Null,Null,Yes,0.68,Internal,No,0,1,No,0,No,No,1,1,Null,0,0,7,15,66,No,No,Yes,2488,Yes,2488,N/A,Unknown,No,No,No,39,39,Phishing
0,Null,Null,Null,Yes,0.75,Internal,No,0,88,No,0,No,No,1,1,Null,0,4,5,21,186,No,No,Yes,414,Yes,414,N/A,Unknown,No,No,No,0,0,Phishing
0,Null,Null,Null,No,-1,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,7,17,26,No,No,Yes,870,Yes,870,N/A,Unknown,No,Yes,No,6,6,Phishing
0,Null,Null,Null,No,-1,Internal,No,0,0,No,0,No,No,1,1,Null,0,0,7,17,36,No,No,Yes,872,Yes,872,N/A,Unknown,No,No,No,6,6,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,1,No,0,No,No,1,1,Null,1,2,9,13,58,No,No,Yes,2170,Yes,2170,N/A,Yes,No,No,No,6,6,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,1,No,0,No,No,1,1,Null,1,8,9,13,122,No,No,Yes,2170,Yes,2170,N/A,Yes,No,No,No,6,6,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,1,No,0,No,No,1,1,Null,1,2,9,13,60,No,No,Yes,2170,Yes,2170,N/A,Yes,No,No,No,6,6,Phishing
0,No,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,1,Null,0,1,4,11,20,No,No,Yes,2406,Yes,2406,N/A,No,No,No,No,2,2,Phishing
0,No,Null,Null,Yes,0,Internal,No,0,0,No,0,Yes,Yes,1,2,Null,0,3,4,11,44,No,No,Yes,2399,Yes,2399,N/A,No,No,No,No,2,2,Phishing
0,No,Null,Null,Yes,0,Internal,No,0,2,No,0,No,No,1,1,Null,0,1,7,21,40,No,No,Yes,329,Yes,329,N/A,Unknown,No,No,No,0,0,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,5,16,20,No,No,Yes,701,Yes,701,N/A,Unknown,No,No,No,3,3,Phishing
0,No,Null,Null,Yes,0.07,Internal,No,0,0,No,0,No,No,1,1,Null,0,0,5,16,41,No,No,Yes,2422,Yes,2422,N/A,Unknown,No,No,No,2,2,Phishing
0,Null,Null,Null,Yes,0.56,Internal,No,0,0,No,0,No,No,2,1,Null,0,0,5,19,26,No,No,Yes,8025,Yes,8025,N/A,Unknown,No,No,No,3,0,Phishing
0,Null,Null,Null,Yes,0,Internal,No,2,0,No,0,No,Yes,3,1,Null,0,0,5,23,31,No,No,Yes,4694,Yes,4694,N/A,Yes,No,No,No,2,0,Phishing
8,Null,Null,Null,Yes,0,Internal,No,3,0,No,0,No,Yes,3,0,Null,0,0,3,24,0,No,No,Yes,4695,Yes,4695,N/A,Yes,No,No,No,1,0,Phishing
0,No,Null,Null,Yes,0,Internal,No,3,0,No,0,No,No,2,0,Null,2,0,5,26,25,No,No,Yes,8026,Yes,8026,N/A,Unknown,No,No,No,2,0,Phishing
0,No,Null,Null,Yes,0,Internal,No,3,0,No,0,No,No,2,0,Null,1,0,2,31,0,No,Yes,Yes,3934,Yes,3934,N/A,No,No,No,No,1,1,Phishing
0,Null,Null,Null,Yes,0,Internal,No,1,0,No,0,Yes,Yes,2,2,Null,0,1,3,25,35,No,Yes,Yes,4279,Yes,4279,N/A,No,No,No,No,0,0,Phishing
0,Null,Null,Null,Yes,0,Internal,No,1,0,No,0,Yes,Yes,2,2,Null,0,1,3,25,32,No,Yes,Yes,4279,Yes,4279,N/A,No,No,No,No,0,0,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,36,0,No,No,Yes,2993,Yes,2993,N/A,Unknown,No,No,No,636,13,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,0,Null,1,0,5,14,20,No,No,Yes,5,Yes,5,N/A,Unknown,No,No,No,0,0,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,2,0,6,40,39,No,No,Yes,755,Yes,755,N/A,Unknown,No,No,No,5,5,Phishing
0,No,Null,Null,Yes,0.31,Internal,No,2,0,No,0,No,No,2,1,Null,2,1,4,30,27,No,Yes,Yes,5894,Yes,5894,N/A,No,No,No,No,1,1,Phishing
0,No,Null,Null,Yes,0.43,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,8,19,32,No,No,Yes,5795,Yes,5795,N/A,Yes,No,No,No,0,0,Phishing
0,Null,Null,Null,Yes,0.06,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,25,0,No,Yes,Yes,635,Yes,635,N/A,No,No,No,No,80,80,Phishing
0,Null,Null,Null,No,-1,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,31,0,No,No,Yes,5178,Yes,5178,N/A,Unknown,No,No,No,887,13,Phishing
0,No,Null,Null,Yes,0.88,Internal,No,5,3,No,0,No,No,2,1,Null,0,1,8,40,69,No,Yes,Yes,848,Yes,848,N/A,No,No,No,No,580,580,Phishing
1,Null,Null,Null,Yes,0.05,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,2,28,0,No,Yes,Yes,640,Yes,640,N/A,No,No,No,No,80,80,Phishing
0,No,Null,Null,Yes,0,Internal,No,7,0,No,0,No,No,2,1,Null,0,1,9,21,55,No,No,Yes,7576,Yes,7576,N/A,Yes,No,No,No,7,0,Phishing
0,Null,Null,Null,No,-1,Internal,No,7,0,No,0,No,No,2,0,Null,0,0,5,21,16,No,No,Yes,7576,Yes,7576,N/A,Yes,No,No,No,7,0,Phishing
0,No,Null,Null,Yes,0,Internal,No,7,1,No,0,No,No,2,1,Null,0,1,8,21,57,No,No,Yes,7575,Yes,7575,N/A,Yes,No,No,No,7,0,Phishing
0,No,Null,Null,Yes,0,Internal,No,7,0,No,0,No,No,2,1,Null,0,1,8,21,54,No,No,Yes,7593,Yes,7593,N/A,Yes,No,No,No,7,0,Phishing
0,No,Null,Null,Yes,0,Internal,No,7,0,No,0,No,No,2,1,Null,0,1,8,21,63,No,No,Yes,7582,Yes,7582,N/A,Yes,No,No,No,7,0,Phishing
0,No,Null,Null,Yes,0,Internal,No,7,0,No,0,No,No,2,1,Null,0,1,9,21,65,No,No,Yes,7586,Yes,7586,N/A,Yes,No,No,No,7,0,Phishing
0,No,Null,Null,Yes,0,Internal,No,7,0,No,0,No,No,2,1,Null,0,1,7,21,46,No,No,Yes,7578,Yes,7578,N/A,Yes,Yes,Yes,Yes,7,0,Phishing
1,No,Null,Null,Yes,0,Internal,No,7,0,No,0,No,No,2,1,Null,0,0,4,21,17,No,No,Yes,7584,Yes,7584,N/A,Yes,No,No,No,2,0,Phishing
2,No,Null,Null,Yes,0,Internal,No,7,0,No,0,No,No,2,1,Null,0,1,4,21,22,No,No,Yes,7572,Yes,7572,N/A,Yes,No,No,No,1,0,Phishing
8,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,20,0,No,No,Yes,1948,Yes,1948,N/A,No,No,No,No,7,0,Phishing
0,No,Null,Null,Yes,0.31,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,4,11,9,No,No,Unknown,-1,Unknown,-1,N/A,Unknown,No,No,No,0,0,Phishing
0,Null,Null,Null,Yes,0,Internal,No,2,0,No,0,No,No,1,0,Null,0,0,4,17,9,No,No,Yes,2082,Yes,2082,N/A,Unknown,No,Yes,No,0,0,Phishing
0,No,Null,Null,Yes,0.3,Internal,No,0,1,No,0,No,Yes,1,3,Null,1,0,9,11,57,No,No,Yes,1713,Yes,1713,N/A,Unknown,No,No,No,1,1,Phishing
0,Null,Null,Null,Yes,0.33,Internal,No,2,3,No,0,No,No,1,0,Null,0,0,7,9,21,No,No,Yes,6736,Yes,6736,N/A,Unknown,No,No,No,18,18,Phishing
0,Null,Null,Null,Yes,0.33,Internal,No,2,3,No,0,No,No,1,1,Null,0,0,7,9,31,No,No,Yes,6732,Yes,6732,N/A,Unknown,No,No,No,18,18,Phishing
0,Null,Null,Null,Yes,0.33,Internal,No,2,3,No,0,No,No,1,1,Null,0,0,7,9,30,No,No,Yes,6737,Yes,6737,N/A,Unknown,No,No,No,18,18,Phishing
0,Null,Null,Null,Yes,0.33,Internal,No,2,3,No,0,No,No,1,0,Null,0,0,7,9,19,No,No,Yes,6730,Yes,6730,N/A,Unknown,No,No,No,18,18,Phishing
0,Null,Null,Null,Yes,0.33,Internal,No,2,3,No,0,No,No,1,0,Null,0,0,7,9,18,No,No,Yes,6740,Yes,6740,N/A,Unknown,No,No,No,18,18,Phishing
0,Null,Null,Null,Yes,0,Internal,No,2,33,No,1,No,No,1,1,Null,0,5,4,9,53,No,No,Yes,6742,Yes,6742,N/A,Unknown,No,No,No,18,18,Phishing
0,Null,Null,Null,No,1,Internal,No,0,3,No,0,No,No,1,0,Null,0,1,10,10,40,No,No,Unknown,-1,Unknown,-1,N/A,Yes,No,No,No,3,3,Phishing
0,Null,Null,Null,No,1,Internal,No,0,2,No,0,No,No,1,0,Null,0,1,10,10,39,No,No,Unknown,-1,Unknown,-1,N/A,Yes,No,No,No,3,3,Phishing
0,Null,Null,Null,No,1,Internal,No,0,4,No,0,Yes,Yes,1,2,Null,0,2,10,10,69,No,No,Unknown,-1,Unknown,-1,N/A,Yes,No,No,No,3,3,Phishing
1,No,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,0,Null,0,1,9,19,55,No,No,Yes,1221,Yes,1221,N/A,Unknown,No,No,No,3,3,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,7,18,32,No,No,Yes,3447,Yes,3447,N/A,Unknown,No,No,No,12,12,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,1,Null,0,0,7,18,41,No,No,Yes,3452,Yes,3452,N/A,Unknown,No,No,No,12,12,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,5,18,13,No,No,Yes,3446,Yes,3446,N/A,Unknown,No,No,No,12,12,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,2,No,1,No,No,1,1,Null,0,0,7,18,46,No,No,Yes,3449,Yes,3449,N/A,Unknown,No,No,No,12,12,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,1,No,0,No,No,1,0,Null,0,0,7,18,26,No,No,Yes,3451,Yes,3451,N/A,Unknown,No,No,No,12,12,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,7,18,34,No,No,Yes,3446,Yes,3446,N/A,Unknown,No,No,No,12,12,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,6,18,21,No,No,Yes,3447,Yes,3447,N/A,Unknown,No,No,No,12,12,Phishing
1,No,No,No,Yes,0,External,No,3,0,No,0,No,No,2,0,Null,0,0,3,26,0,No,Yes,Yes,856,Yes,856,N/A,No,No,No,No,646,646,Phishing
0,No,Null,Null,Yes,0.04,Internal,No,0,0,No,0,No,No,1,1,Null,0,1,6,17,34,No,No,Yes,6240,Yes,6240,N/A,Unknown,No,No,No,2,2,Phishing
0,No,Null,Null,No,-1,Internal,No,0,0,No,0,No,No,2,1,Null,0,0,5,22,19,No,No,Unknown,-1,Unknown,-1,N/A,Yes,No,No,No,3,3,Phishing
0,Null,Null,Null,Yes,0.5,Internal,No,0,0,No,0,No,No,2,1,Null,0,1,6,22,32,No,No,Unknown,-1,Unknown,-1,N/A,No,No,No,No,7,7,Phishing
0,Null,Null,Null,Yes,0.5,Internal,No,0,11,No,0,No,No,2,1,Null,0,4,6,22,68,No,No,Unknown,-1,Unknown,-1,N/A,No,Yes,Yes,Yes,7,7,Phishing
0,Null,Null,Null,Yes,0.5,Internal,No,0,43,No,0,No,No,2,5,Null,0,7,6,22,170,No,No,Unknown,-1,Unknown,-1,N/A,No,No,No,No,7,7,Phishing
0,No,Null,Null,Yes,0.27,Internal,No,1,0,No,0,No,No,2,1,Null,1,0,4,18,18,No,No,Yes,4267,Yes,4267,N/A,Unknown,No,No,No,2,0,Phishing
0,Null,Null,Null,Yes,0.25,Internal,No,1,0,No,0,No,No,2,1,Null,1,0,4,18,22,No,No,Yes,4266,Yes,4266,N/A,Unknown,No,No,No,2,0,Phishing
0,No,Null,Null,Yes,0.37,Internal,No,0,6,No,3,No,No,1,1,Null,0,1,4,14,36,No,No,Yes,2803,Yes,2803,N/A,No,No,No,No,1,1,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,1,Null,1,1,4,18,22,No,No,Yes,41,Yes,41,N/A,Unknown,No,No,No,12,12,Phishing
0,No,Null,Null,Yes,0.43,Internal,No,0,15,No,0,No,No,2,0,Null,0,1,7,15,61,No,No,Yes,2198,Yes,2198,N/A,No,No,No,No,0,0,Phishing
0,Null,Null,Null,Yes,0.4,Internal,No,0,0,No,0,No,No,1,1,Null,0,0,4,18,16,No,No,Yes,791,Yes,791,N/A,Unknown,No,No,No,1,1,Phishing
0,No,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,6,22,18,No,No,Yes,1529,Yes,1529,N/A,Unknown,Yes,Yes,Yes,5,5,Phishing
0,Null,Null,Null,Yes,0,Internal,No,1,1,No,0,No,No,1,1,Null,0,0,6,12,33,No,No,Unknown,-1,Unknown,-1,N/A,Yes,No,No,No,1,1,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,0,1,No,0,No,No,1,0,Null,0,0,5,17,9,No,No,Yes,2754,Yes,2754,N/A,Unknown,No,No,No,5,5,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,0,1,No,0,No,No,1,1,Null,0,0,5,17,18,No,No,Yes,2764,Yes,2764,N/A,Unknown,No,No,No,5,5,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,0,31,No,0,No,No,1,0,Null,0,0,5,12,38,No,No,Yes,1029,Yes,1029,N/A,Unknown,No,No,No,7,7,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,0,Null,1,0,4,15,4,No,No,Yes,16,Yes,16,N/A,Unknown,No,No,No,2,2,Phishing
0,Null,Null,Null,No,0.75,Internal,No,0,0,No,0,No,No,2,1,Null,0,1,10,26,56,No,No,Yes,5163,Yes,5163,N/A,Unknown,No,No,No,3,0,Phishing
0,No,Null,Null,No,-1,Internal,No,0,0,No,0,No,No,2,1,Null,0,0,5,26,27,No,No,Yes,5176,Yes,5176,N/A,Unknown,No,No,No,3,0,Phishing
0,No,Null,Null,No,-1,Internal,No,0,0,No,0,No,No,2,1,Null,0,0,5,26,30,No,No,Yes,5166,Yes,5166,N/A,Unknown,No,No,No,3,0,Phishing
0,Null,Null,Null,Yes,0.5,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,5,17,9,No,No,Yes,1949,Yes,1949,N/A,Unknown,No,No,No,1,1,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,0,2,No,0,No,No,1,0,Null,0,2,5,25,31,No,No,Yes,2502,Yes,2502,N/A,Unknown,No,No,No,2,2,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,0,2,No,0,No,No,1,1,Null,0,2,5,25,40,No,No,Yes,2512,Yes,2512,N/A,Unknown,No,No,No,2,2,Phishing
0,Null,Null,Null,Yes,0.11,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,5,14,13,No,No,Yes,6493,Yes,6493,N/A,Unknown,No,No,No,2,2,Phishing
30,Null,Null,Null,Yes,0.07,Internal,No,0,2,No,0,No,No,1,0,Null,0,0,4,7,6,No,No,Yes,1871,Yes,1871,N/A,No,No,No,No,1,1,Phishing
0,Null,Null,Null,No,1,Internal,No,0,19,No,0,No,No,1,0,Null,0,1,6,12,45,No,No,Yes,482,Yes,482,N/A,Unknown,No,No,No,25,25,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,0,0,No,0,No,No,2,0,Null,1,0,4,25,8,No,No,Yes,2391,Yes,2391,N/A,Unknown,No,No,No,13,13,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,0,0,No,0,No,No,2,1,Null,1,0,4,25,17,No,No,Yes,2392,Yes,2392,N/A,Unknown,No,No,No,13,13,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,0,0,No,0,No,No,2,0,Null,1,0,6,25,11,No,No,Yes,2392,Yes,2392,N/A,Unknown,No,No,No,13,13,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,0,0,No,0,No,No,2,1,Null,1,0,6,25,20,No,No,Yes,2416,Yes,2416,N/A,Unknown,No,No,No,13,13,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,0,0,No,0,No,No,2,0,Null,1,0,6,25,13,No,No,Yes,2392,Yes,2392,N/A,Unknown,No,No,No,13,13,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,0,0,No,0,No,No,2,1,Null,1,0,6,25,22,No,No,Yes,2409,Yes,2409,N/A,Unknown,No,No,No,13,13,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,0,0,No,0,No,No,2,0,Null,1,0,5,25,18,No,No,Yes,2391,Yes,2391,N/A,Unknown,No,No,No,13,13,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,0,0,No,0,No,No,2,1,Null,1,0,5,25,27,No,No,Yes,2391,Yes,2391,N/A,Unknown,No,No,No,13,13,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,0,0,No,0,No,No,2,0,Null,1,0,6,25,16,No,No,Yes,2397,Yes,2397,N/A,Unknown,No,No,No,13,13,Phishing
0,Null,Null,Null,Yes,0.25,Internal,No,0,0,No,0,No,No,1,1,Null,0,0,4,25,16,No,No,Yes,1070,Yes,1070,N/A,Unknown,No,No,No,1,1,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,4,14,4,No,No,Yes,922,Yes,922,N/A,No,No,No,No,2,2,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,1,Null,0,0,4,14,14,No,No,Yes,917,Yes,917,N/A,No,No,Yes,Yes,2,2,Phishing
0,No,Null,Null,No,0.6,Internal,No,0,104,No,0,No,No,1,13,Null,0,12,5,11,287,No,No,Yes,6713,Yes,6713,N/A,Unknown,No,No,No,69,69,Phishing
0,No,Null,Null,No,0.6,Internal,No,0,104,No,0,No,No,1,13,Null,0,12,5,11,287,No,No,Yes,6709,Yes,6709,N/A,Unknown,No,No,No,69,69,Phishing
0,No,Null,Null,No,0.6,Internal,No,0,105,No,0,No,No,1,13,Null,0,12,5,11,287,No,No,Yes,6716,Yes,6716,N/A,Unknown,No,No,No,69,69,Phishing
0,Null,Null,Null,No,-1,Internal,No,0,43,No,0,No,No,1,5,Null,0,7,5,13,155,No,No,Yes,1509,Yes,1509,N/A,Unknown,No,No,No,3,3,Phishing
0,No,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,1,Null,0,0,5,14,16,No,No,Yes,5280,Yes,5280,N/A,Unknown,No,No,No,2,2,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,0,0,No,0,No,No,1,0,Null,1,0,4,13,6,No,No,Yes,4485,Yes,4485,N/A,Unknown,No,No,No,2,2,Phishing
0,Null,Null,Null,Yes,0.5,Internal,No,0,0,No,0,No,No,2,2,Null,0,2,7,21,59,No,No,Unknown,-1,Unknown,-1,N/A,No,Yes,Yes,Yes,19,19,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,1,No,0,No,No,2,2,Null,0,2,8,21,66,No,No,Unknown,-1,Unknown,-1,N/A,No,No,No,No,19,19,Phishing
0,No,Null,Null,Yes,0.83,Internal,No,0,1,No,0,No,No,2,1,Null,0,0,6,18,45,No,No,Unknown,-1,Unknown,-1,N/A,Yes,No,No,No,0,0,Phishing
0,Null,Null,Null,No,0.57,Internal,No,4,61,No,15,No,Yes,8,1,Null,3,2,6,70,184,No,No,Unknown,-1,Unknown,-1,N/A,Yes,No,No,No,1,1,Phishing
0,No,Null,Null,Yes,0.11,Internal,No,2,0,No,0,No,Yes,18,0,Null,0,0,3,146,0,No,No,Unknown,-1,Unknown,-1,N/A,Yes,No,No,No,0,0,Phishing
0,No,Null,Null,Yes,1,Internal,No,0,9,No,0,No,Yes,5,11,Null,0,9,10,49,216,No,No,Yes,1181,Yes,1181,N/A,Unknown,No,No,No,2,2,Phishing
0,Null,Null,Null,Yes,0.33,Internal,No,0,0,No,0,No,Yes,1,2,Null,0,0,6,17,44,No,No,Yes,137,Yes,137,N/A,Unknown,No,No,No,8,8,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,5,16,14,No,No,Yes,6493,Yes,6493,N/A,Unknown,No,No,No,18,18,Phishing
25,No,Null,Null,Yes,0.17,Internal,No,0,2,No,0,No,No,1,1,Null,0,0,4,16,18,No,No,Yes,2375,Yes,2375,N/A,Unknown,Yes,Yes,Yes,1,1,Phishing
0,Null,Null,Null,Yes,0.31,Internal,No,3,20,No,0,No,No,2,0,Null,0,1,5,33,41,No,Yes,Yes,853,Yes,853,N/A,No,No,No,No,870,870,Phishing
0,Null,Null,Null,Yes,0.31,Internal,No,3,19,No,0,No,No,2,0,Null,0,1,5,33,41,No,Yes,Yes,844,Yes,844,N/A,No,No,No,No,565,565,Phishing
0,No,Null,Null,No,-1,Internal,No,0,16,No,0,No,No,1,0,Null,0,0,6,20,51,No,No,Yes,4523,Yes,4523,N/A,Unknown,No,No,No,2,2,Phishing
0,No,Null,Null,No,-1,Internal,No,0,7,No,0,No,No,1,0,Null,0,0,5,20,45,No,No,Yes,4515,Yes,4515,N/A,Unknown,No,No,No,2,2,Phishing
0,No,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,1,Null,0,1,5,24,28,No,No,Unknown,-1,Unknown,-1,N/A,Unknown,Yes,Yes,Yes,10,10,Phishing
0,No,Null,Null,Yes,0.14,Internal,No,0,92,No,0,No,No,1,1,Null,0,2,5,24,176,No,No,Yes,2185,Yes,2185,N/A,Unknown,No,No,No,10,10,Phishing
0,No,Null,Null,Yes,0.14,Internal,No,0,80,No,0,No,No,1,1,Null,0,2,5,24,176,No,No,Yes,2186,Yes,2186,N/A,Unknown,No,No,No,10,10,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,8,No,1,No,No,2,2,Null,0,0,5,14,25,No,No,Unknown,-1,Unknown,-1,N/A,No,No,No,No,4,4,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,8,No,1,No,No,2,3,Null,0,0,5,14,34,No,No,Unknown,-1,Unknown,-1,N/A,No,No,No,No,4,4,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,2,0,3,25,0,No,Yes,Unknown,-1,Unknown,-1,N/A,No,No,No,No,2,2,Phishing
0,Null,No,Null,Yes,0,Internal,No,3,0,No,0,No,No,2,0,Null,0,0,3,29,0,No,Yes,Yes,855,Yes,855,N/A,No,No,No,No,498,498,Phishing
3,No,Null,Null,Yes,0,Internal,No,0,4,No,0,No,No,1,1,Null,0,0,4,12,17,No,No,Yes,2617,Yes,2617,N/A,Unknown,No,Yes,Yes,5,5,Phishing
3,Null,Null,Null,Yes,0,External,No,0,5,No,0,No,No,2,1,Null,0,2,5,17,29,No,Yes,Yes,8745,Unknown,-1,N/A,No,No,No,No,55,55,Phishing
0,No,Null,Null,Yes,0.78,Internal,No,0,18,No,0,No,Yes,1,2,Null,0,3,7,15,85,No,No,Yes,207,Yes,207,N/A,Unknown,No,No,No,15,15,Phishing
0,No,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,1,Null,0,0,5,12,18,No,No,Yes,5996,Yes,5996,N/A,Unknown,No,No,No,4,4,Phishing
0,Null,Null,Null,Yes,0.55,Internal,No,0,0,No,0,No,No,1,1,Null,0,2,6,12,30,No,No,Yes,4705,Yes,4705,N/A,Unknown,No,No,No,1,1,Phishing
0,No,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,1,Null,0,0,5,11,34,No,No,Yes,488,Yes,488,N/A,Unknown,No,No,No,0,0,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,5,20,14,No,No,Yes,543,Yes,543,N/A,Unknown,No,No,No,2,2,Phishing
1,No,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,2,0,3,31,0,No,No,Yes,1403,Yes,1403,N/A,Unknown,No,No,No,150,0,Phishing
